,dataset,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
3,Between2KmsAnd25Kms,two_step_9_cat,elasticnet,84,0.8809367542291017,0.8826241406261197,1700.511267233389,0.2575571765109467,0.8794433056089475,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.0, 'pca__n_components': 84}"
4,Between2KmsAnd25Kms,two_step_9_cat,svr,51,0.8657679996569448,0.8676703604565087,1798.4916070055579,0.2712372376510612,0.8651517442089385,"{'pca__n_components': 51, 'svr__alpha': 0.0201, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'elasticnet'}"
0,Between2KmsAnd25Kms,two_step_10_cat,knn,105,0.9228249095846849,0.9239595367417842,1162.993378360482,0.14932963457318954,0.9056414885938939,"{'knn__n_neighbors': 3, 'pca__n_components': 105}"
1,Between2KmsAnd25Kms,two_step_10_cat,dtr,56,0.8513348820071388,0.8535205546027954,1520.959806648126,0.19404821341645523,0.8319042320732007,"{'dtr__criterion': 'mse', 'pca__n_components': 56}"
2,Between2KmsAnd25Kms,two_step_10_cat,lasso,109,0.8933232076962279,0.8948915684837403,1592.5522479324216,0.24027088523498732,0.8941947117751277,"{'lasso__alpha': 0.9600000000000001, 'pca__n_components': 109}"
3,Between2KmsAnd25Kms,two_step_10_cat,elasticnet,79,0.8819045432250294,0.8836407810663568,1674.7435093927602,0.2536665656210603,0.8789839690420667,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 79}"
4,Between2KmsAnd25Kms,two_step_10_cat,svr,55,0.8631042247328742,0.8651168646076624,1788.9262570485744,0.27114945780199456,0.8640693685258304,"{'pca__n_components': 55, 'svr__alpha': 0.0601, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ExecutedMoreThan3Ktimes,simple,knn,16,0.9471919972748128,0.9472323703655814,1066.07938988234,0.4001287150006435,0.9307751415764328,"{'knn__n_neighbors': 5, 'pca__n_components': 16}"
1,ExecutedMoreThan3Ktimes,simple,dtr,38,0.91748714851169,0.9175502317314823,1316.5029461671857,0.4974839896681875,0.9046473177465527,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 38}"
2,ExecutedMoreThan3Ktimes,simple,lasso,31,0.7551547142564042,0.7553419048418352,3347.574717622598,8.185091242491081,0.7553104430616107,"{'lasso__alpha': 0.91, 'pca__n_components': 31}"
3,ExecutedMoreThan3Ktimes,simple,elasticnet,29,0.7525732513021566,0.7527624154831183,3300.164609147755,7.978359551573138,0.7523690602938466,"{'elasticnet__alpha': 0.060000000000000005, 'elasticnet__l1_ratio': 0.7000000000000001, 'pca__n_components': 29}"
4,ExecutedMoreThan3Ktimes,simple,svr,23,0.7536148145667889,0.7538031824455604,3259.200346485105,7.65656092684788,0.7540609429115464,"{'pca__n_components': 23, 'svr__alpha': 0.0801, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ExecutedMoreThan3Ktimes,two_step_4_cat,knn,23,0.9496568768058543,0.9497075691429261,990.2326539745286,0.28322514384472797,0.9400740419765413,"{'knn__n_neighbors': 3, 'pca__n_components': 23}"
1,ExecutedMoreThan3Ktimes,two_step_4_cat,dtr,11,0.9145142757728055,0.9146003544837078,1239.1565011467676,0.35750334363625763,0.9020197827385583,"{'dtr__criterion': 'mse', 'pca__n_components': 11}"
2,ExecutedMoreThan3Ktimes,two_step_4_cat,lasso,23,0.768887648054979,0.7691203635581683,3025.548603653862,8.046442293071193,0.7678192618714395,"{'lasso__alpha': 0.46, 'pca__n_components': 23}"
3,ExecutedMoreThan3Ktimes,two_step_4_cat,elasticnet,34,0.7525335185577059,0.7527827016336716,3001.1714676600927,8.149214142990278,0.7495565329808186,"{'elasticnet__alpha': 0.51, 'elasticnet__l1_ratio': 0.6000000000000001, 'pca__n_components': 34}"
4,ExecutedMoreThan3Ktimes,two_step_4_cat,svr,30,0.7827790212860279,0.7829977490560465,3086.0281507560244,8.189814999862389,0.7808281215796428,"{'pca__n_components': 30, 'svr__alpha': 0.0601, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ExecutedMoreThan3Ktimes,two_step_continuous,knn,24,0.9721604208437843,0.9721837814215054,706.352826404981,0.21073015486220203,0.9467874484711081,"{'knn__n_neighbors': 11, 'pca__n_components': 24}"
1,ExecutedMoreThan3Ktimes,two_step_continuous,dtr,35,0.9734947175875749,0.9735169585383573,661.0007272184826,0.2544611104507238,0.9601205001166377,"{'dtr__criterion': 'mse', 'pca__n_components': 35}"
2,ExecutedMoreThan3Ktimes,two_step_continuous,lasso,17,0.7532569356016356,0.7534639811356464,3093.0064744697547,7.528521623828399,0.7508673747754098,"{'lasso__alpha': 0.81, 'pca__n_components': 17}"
3,ExecutedMoreThan3Ktimes,two_step_continuous,elasticnet,44,0.7768937958692546,0.7770810073853633,3096.7344277788497,7.963335951183911,0.7753656005189467,"{'elasticnet__alpha': 0.060000000000000005, 'elasticnet__l1_ratio': 0.8, 'pca__n_components': 44}"
4,ExecutedMoreThan3Ktimes,two_step_continuous,svr,24,0.7602193214743234,0.7604205247736009,3015.627788916426,7.147506484919463,0.7576208121839871,"{'pca__n_components': 24, 'svr__alpha': 0.1201, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}"
0,ExecutedMoreThan3Ktimes,two_step_5_cat,knn,59,0.9496681177324777,0.9497253685122629,952.0969562487957,0.2385394989455766,0.943379813337528,"{'knn__n_neighbors': 3, 'pca__n_components': 59}"
1,ExecutedMoreThan3Ktimes,two_step_5_cat,dtr,50,0.9227945614636162,0.9228823799866026,1145.7174756195343,0.2783295706287039,0.9136550466168119,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 50}"
2,ExecutedMoreThan3Ktimes,two_step_5_cat,lasso,24,0.7758771076164565,0.7761320396749967,3199.0223446729456,9.942309862724981,0.7739145672015975,"{'lasso__alpha': 0.9600000000000001, 'pca__n_components': 24}"
3,ExecutedMoreThan3Ktimes,two_step_5_cat,elasticnet,48,0.8019866841867125,0.8022119175026037,2788.1497020430943,7.316430518463967,0.800305194717876,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.5, 'pca__n_components': 48}"
4,ExecutedMoreThan3Ktimes,two_step_5_cat,svr,33,0.8014495144069229,0.8016753587349079,2786.391054751674,7.15325687984775,0.8001270056863616,"{'pca__n_components': 33, 'svr__alpha': 0.0301, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,ExecutedMoreThan3Ktimes,two_step_6_cat,knn,46,0.9466863569263942,0.9467499817708172,999.4515529533151,0.22889970452595465,0.939070342403602,"{'knn__n_neighbors': 3, 'pca__n_components': 46}"
1,ExecutedMoreThan3Ktimes,two_step_6_cat,dtr,14,0.9046392044407663,0.9047530086273067,1245.506227973671,0.2884990712240855,0.8811287038276687,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 14}"
