,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,execTimeMs
2164,montage2,1.0,mImgtbl,4,218,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,5299777536,11524325376,1383477248,15440625664,332279808,9270337536,1009467392,10612084736,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,7639.0
11352,montage,0.25,mImgtbl,4,11,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,2871095296,5386104832,1165344768,7091855360,2768896,3659632640,900243456,4562644992,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,79.0
18941,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,2,2,1,8257200128,4038520832,4218679296,1023008768,7234191360,2768896,2962014208,715841536,3680624640,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,397.0
36231,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,13162078208,3662024704,1218842624,15605260288,281292800,2071142400,503250944,2855686144,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,285.0
80455,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,10651852800,6172250112,1227833344,15596269568,264286208,4466487296,571084800,5301858304,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,328.0
6390,montage2,0.01,mImgtbl,4,3,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,12985528320,3838574592,1289519104,15534583808,327086080,2028822528,610897920,2966806528,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,425.0
13436,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,29283209216,4075806720,1393364992,31965650944,2768896,2296721408,972328960,3271819264,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,288.0
19691,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon®,2.8,4,2,1,16824102912,13396230144,3427872768,1310875648,15513227264,264208384,1774788608,490053632,2529050624,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,4458.0
80226,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,10926325760,5897777152,1187467264,15636635648,301064192,4214161408,597716992,5112942592,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,363.0
35863,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,13251489792,3572613120,1191526400,15632576512,270127104,2092158976,419586048,2781872128,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,140.0
6401,montage2,0.01,mImgtbl,4,3,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,13403119616,3420983296,1290842112,15533260800,323203072,1673342976,548728832,2545274880,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,391.0
39496,montage,0.25,mImgtbl,4,11,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,16824102912,12597198848,4226904064,1090105344,15733997568,160985088,2975260672,379998208,3516243968,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,40.0
21480,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,2,1,1,8257200128,5276418048,2980782080,1013272576,7243927552,2768896,1900384256,559489024,2462642176,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,1182.0
27567,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,2,2,1,8257200128,4104323072,4152877056,1055821824,7201378304,2768896,2922192896,647614464,3572576256,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,144.0
533,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,15767138304,12768157696,2998980608,1096044544,14671093760,207060992,1697308672,396324864,2300694528,0,0,0,23.520000000000003,3.92,110.0,77133096000,12855516000.0,826.0
31207,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,5674086400,11150016512,1391722496,15432380416,340824064,8889769984,993529856,10224123904,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,1269.0
27928,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,12030701568,3736436736,1130401792,14636736512,247652352,2323898368,432615424,3004166144,0,0,0,23.520000000000003,3.92,110.0,77133096000,12855516000.0,381.0
40090,montage2,0.25,mImgtbl,4,31,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,13041065984,3783036928,1183444992,15640657920,281075712,2234580992,488624128,3004280832,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,554.0
712,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,15984689152,17374326784,2354737152,31004278784,2768896,13176311808,2714980352,15894061056,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,1630.0
55998,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,2466410496,14357692416,1458978816,15365124096,346591232,11863695360,1203818496,13414105088,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,8674.0
32999,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,178876416,16645226496,1542832128,15281270784,327073792,14172852224,1029865472,15529791488,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,1190.0
22150,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,12758360064,4065742848,1221693440,15602409472,317026304,2409811968,521744384,3248582656,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,408.0
4293,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,15878467584,17480548352,2457731072,30901284864,2768896,13178019840,2719744000,15900532736,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,1617.0
55313,montage2,0.01,mImgtbl,4,3,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,13106401280,3717701632,1243783168,15580319744,270880768,2175414272,428851200,2875146240,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,174.0
28836,montage,1.0,mImgtbl,4,101,1,mImgtbl,AMD,EPYC 7B12,2.25,4,2,1,16824102912,14458949632,2365153280,1065242624,15758860288,124129280,1306906624,287264768,1718300672,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,250.0
11808,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,3592765440,4664434688,943218688,7313981440,2768896,3600461824,583299072,4186529792,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,263.0
10842,montage,0.25,mImgtbl,4,11,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,1,1,8257200128,5239558144,3017641984,855429120,7401771008,2768896,2173001728,356769792,2532540416,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,80.0
13827,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8175M,2.5,8,8,1,33359015936,28165419008,5193596928,1360261120,31998754816,2768896,3628040192,793251840,4424060928,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,416.0
29758,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,16824102912,9166364672,7657738240,1317744640,15506358272,303820800,5826895872,635551744,6766268416,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,318.0
28157,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,9720381440,6046756864,1325285376,14441852928,246169600,4379082752,497709056,5122961408,0,0,0,23.520000000000003,3.92,110.0,77133096000,12855516000.0,381.0
73320,montage,1.0,mImgtbl,4,101,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,15767138304,13547831296,2219307008,1033629696,14733508608,101642240,1227481088,259682304,1588805632,0,0,0,23.520000000000003,3.92,110.0,77133096000,12855516000.0,262.0
62943,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,16824102912,205422592,16618680320,1418801152,15405301760,304623616,14356942848,958238720,15619805184,0,0,0,23.520000000000003,3.92,110.0,81848616000,13641436000.0,1642.0
61759,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,11870326784,4953776128,1206435840,15617667072,286314496,3293548544,512880640,4092743680,0,0,0,12.7,3.175,110.0,43822280000,10955570000.0,524.0
2500,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,16065388544,17293627392,2271440896,31087575040,2768896,13179416576,2712387584,15894573056,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,1573.0
